    0.00000     5  N
    0.00000     6  C
    0.00000     7  H
    0.00000     8  N
   -0.00486     9  C
   -0.00090    10  C
    0.01480    11  N
    0.00000    12  H
    0.00000    13  H
    0.00040    14  N
   -0.00088    15  C
    0.00000    16  H
   -0.00806    17  N
   -0.00050    18  C
