0.02872
   0.08969   0.14517  -0.00001 N
  -0.01073  -0.00976   0.00001 C
   0.00000   0.00000   0.00000 H
   0.00000   0.00000   0.00000 C
   0.00000   0.00000   0.00000 H
  -0.09749  -0.07013  -0.00002 C
   0.00000   0.00000   0.00000 N
   0.00000   0.00000   0.00000 H
   0.00000   0.00000   0.00000 H
   0.10842   0.11656   0.00003 N
  -0.11903  -0.78775  -0.00000 C
   0.00746   0.45897  -0.00000 O
