 0.000000   5  N
 0.000000   6  C
 0.000000   7  H
 0.031081   8  C
 0.000000   9  C
 0.000000  10  H
 0.000000  11  H
 0.000000  12  H
 0.311756  13  C
-0.359794  14  O
-0.405267  15  N
 0.226568  16  H
 0.195657  17  C
 0.000000  18  O
