 0.01808    5  N
 0.00142    6  C
 0.00000    7  H
 0.00000    8  C
 0.00000    9  H
 0.00650   10  C
 0.00000   11  O
 0.00226   12  N
 0.00000   13  H
-0.00056   14  C
-0.02770   15  O
