 0.00000    5  N
 0.00000    6  C
 0.00000    7  H
-0.01550    8  C
 0.00000    9  C
 0.00000   10  H
 0.00000   11  H
 0.00000   12  H
 0.00430   13  C
 0.02880   14  O
-0.01254   15  N
-0.00470   16  H
-0.00036   17  C
 0.00000   18  O
