 0.01808    1  N
 0.00142    2  C
 0.00000    3  H
 0.00000    4  C
 0.00000    5  H
 0.00650    6  C
 0.00000    7  N
 0.00000    8  H
 0.00000    9  H
 0.00226   10  N
-0.00056   11  C
-0.02770   12  O
