  7.82647785E+00 -1.13397373E+01  1.01680434E+00  1.23729417E+00  1.23729417E+00
  1.94067495E+00  2.13929802E+00 -6.46527204E+00  3.48045930E-01  3.65539338E+00
  8.96537160E-01  2.50374402E+00  2.98845720E+00 -1.04031111E+01  3.17796912E+00
  8.69203710E+00 -1.01990213E+01 -8.72301501E+00  6.23931552E+00  1.39528151E+01
 -1.76246086E+01  7.95221172E+00  7.95221172E+00 -1.15219603E+01  2.22676506E+00
  3.68454906E+00  1.12067145E+00  1.22089410E+00  1.77120756E+00 -1.11866700E+01
  7.62785478E+00 -9.55941858E+00  2.12508463E+01 -1.41405048E+01 -1.41405048E+01
 -9.09110547E+00  1.01680434E+00  1.23729417E+00  1.23729417E+00  1.94067495E+00
  2.13929802E+00 -6.46527204E+00  1.20267180E-01  3.69730467E+00 -8.81959320E-01
  9.65781900E-02  3.56792634E+00 -9.50292945E+00  3.51325944E+00  1.49149526E+01
 -1.73658519E+01  7.71532182E+00  7.71532182E+00 -1.38197923E+01  1.37359697E+01
 -1.13925820E+01  3.68454906E+00  1.12067145E+00  1.22089410E+00  1.77120756E+00
 -1.11866700E+01  7.62785478E+00 -9.55941858E+00  2.12508463E+01 -1.41405048E+01
 -1.41405048E+01 -9.09110547E+00  1.01680434E+00  1.23729417E+00  1.23729417E+00
  1.94067495E+00  2.13929802E+00 -6.46527204E+00  1.22818302E+00  3.32374752E+00
  7.61692140E-01 -2.05183098E+00  3.98703924E+00 -6.62380605E+00  3.30005853E+00
  1.08459130E+01 -1.04978670E+01 -6.46709427E+00  5.74731342E+00  8.54079201E+00
 -9.98035371E+00  3.68454906E+00  1.12067145E+00  1.22089410E+00  1.77120756E+00
 -1.11866700E+01  7.62785478E+00 -9.55941858E+00  2.12508463E+01 -1.41405048E+01
 -1.41405048E+01 -9.09110547E+00  1.01680434E+00  1.23729417E+00  1.23729417E+00
  1.94067495E+00  2.13929802E+00 -6.46527204E+00  1.20267180E-01  3.69730467E+00
 -8.81959320E-01  9.65781900E-02  3.56792634E+00 -9.50292945E+00  3.51325944E+00
  1.49149526E+01 -1.73658519E+01  7.71532182E+00  7.71532182E+00 -1.38197923E+01
  1.37359697E+01 -1.13925820E+01  3.68454906E+00  1.12067145E+00  1.22089410E+00
  1.77120756E+00 -1.11866700E+01  7.62785478E+00 -9.55941858E+00  2.12508463E+01
 -1.41405048E+01 -1.41405048E+01 -9.09110547E+00  1.01680434E+00  1.23729417E+00
  1.23729417E+00  1.94067495E+00  2.13929802E+00 -6.46527204E+00  1.20267180E-01
  3.69730467E+00 -8.81959320E-01  9.65781900E-02  3.56792634E+00 -9.50292945E+00
  3.51325944E+00  1.49149526E+01 -1.73658519E+01  7.71532182E+00  7.71532182E+00
 -1.38197923E+01  1.37359697E+01 -1.13925820E+01  3.68454906E+00  1.12067145E+00
  1.22089410E+00  1.77120756E+00 -1.11866700E+01  7.62785478E+00 -9.55941858E+00
  2.12508463E+01 -1.41405048E+01 -1.41405048E+01 -9.09110547E+00  1.01680434E+00
  1.23729417E+00  1.23729417E+00  1.94067495E+00  2.13929802E+00 -6.46527204E+00
  3.48045930E-01  3.65539338E+00  8.96537160E-01  2.50374402E+00  2.98845720E+00
 -1.04031111E+01  3.17796912E+00  8.69203710E+00 -1.01990213E+01 -8.72301501E+00
  6.23931552E+00  1.39528151E+01 -1.76246086E+01  7.95221172E+00  7.95221172E+00
 -1.15219603E+01  2.22676506E+00  3.68454906E+00  1.12067145E+00  1.22089410E+00
  1.77120756E+00 -1.11866700E+01  7.62785478E+00 -9.55941858E+00  2.12508463E+01
 -1.41405048E+01 -1.41405048E+01 -9.09110547E+00  1.01680434E+00  1.23729417E+00
  1.23729417E+00  1.94067495E+00  2.13929802E+00 -6.46527204E+00  3.48045930E-01
  3.65539338E+00  8.96537160E-01  2.50374402E+00  2.98845720E+00 -1.04031111E+01
  3.17796912E+00  8.69203710E+00 -1.01990213E+01 -8.72301501E+00  6.23931552E+00
  1.39528151E+01 -1.76246086E+01  7.95221172E+00  7.95221172E+00 -1.15219603E+01
  2.22676506E+00  3.68454906E+00  1.12067145E+00  1.22089410E+00  1.77120756E+00
 -1.11866700E+01  7.62785478E+00 -9.55941858E+00  2.12508463E+01 -1.41405048E+01
 -1.41405048E+01 -9.09110547E+00  1.01680434E+00  1.23729417E+00  1.23729417E+00
  1.94067495E+00  2.13929802E+00 -6.46527204E+00  1.20267180E-01  3.69730467E+00
 -8.81959320E-01  9.65781900E-02  3.56792634E+00 -9.50292945E+00  3.51325944E+00
  1.49149526E+01 -1.73658519E+01  7.71532182E+00  7.71532182E+00 -1.38197923E+01
  1.37359697E+01 -1.13925820E+01  3.68454906E+00  1.12067145E+00  1.22089410E+00
  1.77120756E+00 -1.11866700E+01  7.62785478E+00 -1.19192064E+01  7.97407848E+00
  1.82223000E+01 -1.51973982E+01  7.59869910E+00  7.59869910E+00
